author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares
justinbieber,Happy birthday @JazmynBieber! Your big brother loves you. #HappyBirthdayJazmynBieber,,30/05/2016 14:10,7.37285E+17,en,,,119097,73194
justinbieber,Congrats to my brother @LewisHamilton on an amazing victory https://t.co/NT6uYbUxBZ,,29/05/2016 15:03,7.36936E+17,en,,,119022,55850
justinbieber,#Purpose 4x platinum in Canada. Thanks for the hard work team @umusic https://t.co/iJKeFf5YEH,,20/05/2016 00:21,7.33453E+17,en,,,112834,56696
justinbieber,Toronto exclusive Merch this week https://t.co/TtWflbfTe9,,16/05/2016 18:51,7.32282E+17,en,,,75772,37549
justinbieber,Tokyo. See u in August #PurposeTour https://t.co/0pfLvA5EPn https://t.co/jW9Q7r8ljK,,12/05/2016 03:00,7.30593E+17,et,,,80002,45137
justinbieber,Purpose album ---&gt;  https://t.co/ZWMJvhasht,,09/05/2016 04:56,7.29536E+17,en,,,77335,42365
justinbieber,:) https://t.co/SqfXvddgSj,,09/05/2016 00:06,7.29462E+17,und,,,61057,31986
justinbieber,https://t.co/ogTjZqxjEj,,01/05/2016 17:11,7.26821E+17,und,,,95513,50188
justinbieber,See u at the #BBMAs. #BieberOnBBMAs https://t.co/7Q2J8bXBBy,,27/04/2016 16:51,7.25367E+17,en,,,107835,60506
justinbieber,Yoooo TAYE WE GOT THREE IGUANAS AND SOME YELLOW CAKE WYA COME KICK IT @TayeDiggs BRING SOME JEANS ITS 2010 - JB,,29/03/2016 04:25,7.1467E+17,en,,,103540,51448
justinbieber,#company https://t.co/NBtt0HDIqb,,18/03/2016 12:15,7.10802E+17,und,,,82691,46489
justinbieber,I love my merch,,12/03/2016 02:44,7.08484E+17,en,,,133096,74747
justinbieber,Team dinner before the tour starts https://t.co/KaJNtDE50k,,09/03/2016 16:07,7.07599E+17,en,,,142008,76628
justinbieber,#2days #PURPOSETOUR,,07/03/2016 23:32,7.06986E+17,und,,,110051,75129
justinbieber,Request #company,,07/03/2016 23:31,7.06986E+17,en,,,96002,59463
justinbieber,Getting ready for #PurposeTour,,06/03/2016 00:14,7.06272E+17,en,,,135364,90839
justinbieber,I will go to 15. Needs to be kids though :) https://t.co/H9R5T2eDDf,,04/03/2016 19:01,7.05831E+17,en,,,66504,40311
justinbieber,#Brits rehearsal,,23/02/2016 21:33,7.02245E+17,en,,,95144,57532
justinbieber,Thanks for the ride to the Grammys @jkcorden. Gotta get that t zone. Lol https://t.co/FHkvSK8cJM,,16/02/2016 21:02,6.997E+17,en,,,84113,52888
justinbieber,Damn we had a good time @NickDeMoura . Can't remember though. Haha,,31/01/2016 23:52,6.93945E+17,en,,,79969,44127
justinbieber,#BellLetsTalk,,27/01/2016 19:39,6.92432E+17,und,,,100166,78695
justinbieber,This week only because some of u asked :) 4 bucks off. #PURPOSE. Enjoy the music https://t.co/ZWMJvhasht https://t.co/IW51oirBDP,,24/01/2016 19:23,6.9134E+17,en,,,93845,51163
justinbieber,https://t.co/ZWMJvhasht the album #PURPOSE,,18/01/2016 07:18,6.88984E+17,en,,,81374,45415
justinbieber,Thank you. See u in the UK https://t.co/xiZMKJpD8Y,,15/01/2016 02:55,6.8783E+17,en,,,120007,63932
justinbieber,See u soon.  https://t.co/wwpMucIFLA,,06/01/2016 07:19,6.84635E+17,en,,,72816,41336
justinbieber,@4everBrandy congrats on your new show. Your producers are aight :) congrats all,,06/01/2016 03:13,6.84573E+17,en,,,34309,21924
justinbieber,Good man https://t.co/rh8QJxQS87,,25/12/2015 18:15,6.80452E+17,en,,,53643,29841
justinbieber,Love seeing stuff like this. See u soon https://t.co/yo73ZblJE8,,25/12/2015 18:11,6.80451E+17,en,,,59208,32900
justinbieber,I'm hearing this UK Christmas race is close...but the @Choir_NHS single is for charity. So...,,23/12/2015 15:40,6.79688E+17,en,,,78169,46308
justinbieber,#JingleBallATL https://t.co/wjBRwo6iOz,,23/12/2015 15:25,6.79684E+17,und,,,55976,37050
justinbieber,Don't worry @IAmSteveHarvey it could of happened to anyone. Theme song https://t.co/4Djuxtn5o0,,22/12/2015 06:53,6.79193E+17,en,,,65492,39331
justinbieber,#BieberBRITs https://t.co/rIsigRmyxy,,21/12/2015 18:25,6.79005E+17,und,,,80357,48483
justinbieber,@adamlevine I can't help u win this year. Maybe I can. #thevoicefinale #sorry,,14/12/2015 22:12,6.76525E+17,en,,,40338,27993
justinbieber,Lol https://t.co/dphENq2tvS,,14/12/2015 02:29,6.76227E+17,und,,,49943,28704
justinbieber,Europe. Pre-sale for the #PurposeWorldTour is now available on https://t.co/zW6vmksJaF. See u soon https://t.co/482JHkyIPM,,11/12/2015 16:07,6.75346E+17,en,,,73988,46289
justinbieber,Dreams come true. New job. Lol. https://t.co/LqjTHJKJlf,,11/12/2015 14:04,6.75315E+17,en,,,69082,47349
justinbieber,@diplo @Skrillex @poobear @scooterbraun Grammy time boys. Congrats. #WhereAreUNow #PURPOSE,,07/12/2015 16:20,6.739E+17,en,,,40975,35908
justinbieber,Over 200 million views already. Thank you. https://t.co/4Djuxtn5o0,,30/11/2015 17:08,6.71375E+17,en,,,54370,37914
justinbieber,Thanks https://t.co/MLgQBxAmTx,,30/11/2015 02:35,6.71155E+17,en,,,46124,27971
justinbieber,Grateful https://t.co/RlLvhsz7FM,,25/11/2015 20:08,6.69609E+17,en,,,56394,36314
justinbieber,U see the #AMAs?  https://t.co/yuNXu3ZGa3,,25/11/2015 14:31,6.69524E+17,en,,,54928,39179
justinbieber,My turn. #BieberOnAMAs,,23/11/2015 03:54,6.68639E+17,en,,,133678,93223
justinbieber,Thank you https://t.co/iJQQxapmA0,,22/11/2015 23:10,6.68567E+17,en,,,61061,40307
justinbieber,Love https://t.co/XUJBH7PDLl,,21/11/2015 01:20,6.67875E+17,en,,,41935,29275
justinbieber,I don't know if everyone is ready for tonight and the #SecretHandshake @jimmyfallon :) https://t.co/yBKnaXnZ0E,,20/11/2015 02:31,6.67531E+17,en,,,43622,28491
justinbieber,Chitown that was special. Thank you. Let's make a change together. #EveningWithJB,,19/11/2015 01:56,6.6716E+17,en,,,46564,31378
justinbieber,UK tonight  https://t.co/AkoI31yKxl,,18/11/2015 17:07,6.67026E+17,en,,,31966,21726
justinbieber,#Zoolander2 https://t.co/ubryPQmn05,,18/11/2015 16:37,6.67019E+17,und,,,36785,28454
justinbieber,Love Yourself. @edsheeran @ItsBennyBlanco https://t.co/0QXzNuy18F,,18/11/2015 02:53,6.66811E+17,en,,,39447,28563
justinbieber,Thank you. #PURPOSE https://t.co/ZWMJvgSRpV,,17/11/2015 19:29,6.667E+17,en,,,40874,31097
justinbieber,Oh yeah. I'm bringing @halsey and @BigSean with me too. See u guys Wednesday :) #purpose #nyc #BieberTODAY  https://t.co/pnC59cUWn0,,16/11/2015 20:02,6.66346E+17,en,,,51830,35470
justinbieber,Dropped 13 videos today with the help of some of the greatest dancers in the world and my friend @ParrisGoebel --&gt;  https://t.co/KDd1p0fI81,,15/11/2015 05:59,6.65771E+17,en,,,46157,32642
justinbieber,#PURPOSETheMovement #Children @Skrillex https://t.co/iVflUZA23Z,,14/11/2015 22:03,6.65651E+17,und,,,47500,35236
justinbieber,"#PURPOSETheMovement #IllShowYou 

https://t.co/Jd95SI99cV",,14/11/2015 15:32,6.65553E+17,und,,,52320,40725
justinbieber,Which one? https://t.co/ZWMJvhasht,,14/11/2015 14:03,6.65531E+17,en,,,52339,34947
justinbieber,Thank you #EveningWithJB https://t.co/GeM80UdMqu,,14/11/2015 07:39,6.65434E+17,en,,,98232,63658
justinbieber,You guys just got me crying. Damn. I missed this and u. Thank u so much. Thank you. #EveningWithJB #Purpose,,14/11/2015 04:00,6.65379E+17,en,,,123059,86951
justinbieber,Track 8. #NoSense feat. @trvisXX,,13/11/2015 17:24,6.65219E+17,en,,,50351,42407
justinbieber,Track 7. #NoPressure w my brother @BigSean,,13/11/2015 17:20,6.65218E+17,en,,,50906,42422
justinbieber,We can Now livestream the 6PM #EveningWithJB show together from Staples tonight.. https://t.co/H910ILPcpB see u soon https://t.co/ldWycC2mze,,13/11/2015 15:48,6.65194E+17,en,,,41840,31111
justinbieber,Chicago and Houston make sure u get that album ticket bundle ;)  https://t.co/H0WXeJo8NV https://t.co/KA6o7EHF0P,,12/11/2015 16:41,6.64846E+17,en,,,39955,27969
justinbieber,He gives warm hugs  https://t.co/ybOQn4oMif,,12/11/2015 16:24,6.64841E+17,en,,,32264,22930
justinbieber,Yep #Zoolander's favorite album ever hits tonight at midnight. #1DaysTillPURPOSE https://t.co/ZWMJvhasht https://t.co/GkXb2T1mbM,,12/11/2015 14:43,6.64816E+17,en,,,35183,25848
justinbieber,Hey @zanelowe u think we should world premiere another song off #purpose tomorrow?? #beats1 #LoveYourself @edsheeran,,09/11/2015 09:00,6.63642E+17,en,,,44949,33638
justinbieber,After 9 years finally got em!!! @scooterbraun #pranksterontheloooose. @thatrygood @AllisonKaye we got something special coming. #purpose,,08/11/2015 20:36,6.63455E+17,en,,,40971,33288
justinbieber,#5days #PURPOSE https://t.co/ZWMJvhasht,,08/11/2015 15:58,6.63385E+17,und,,,42528,36885
justinbieber,Lol https://t.co/zkShr9joBU,,07/11/2015 17:22,6.63044E+17,und,,,38058,30489
justinbieber,#NRJAwards2015 tonight. Good rehearsal. @NickDeMoura messed up but we forgive him. Lol,,07/11/2015 16:24,6.63029E+17,en,,,38254,30821
justinbieber,Don't listen to what the media has to say. U want to know me. How I feel. What I'm about. It is all right here. https://t.co/ZWMJvhasht,,07/11/2015 16:16,6.63027E+17,en,,,57693,48646
justinbieber,Just took pics with a bunch of beliebers. I must of been mad at them. Lol,,07/11/2015 16:13,6.63027E+17,en,,,57751,46625
justinbieber,Congrats guys  https://t.co/WsvPXl5bJz,,31/10/2015 23:06,6.60594E+17,en,,,41521,31595
justinbieber,Thanks @billybush  https://t.co/zRJsiuREpD,,30/10/2015 00:55,6.59896E+17,en,,,37877,28907
justinbieber,Find the graffiti and get the album. Thanks #purpose https://t.co/ZWMJvhasht,,29/10/2015 01:02,6.59536E+17,en,,,47787,41302
justinbieber,Track 17 #purposealbum https://t.co/BPWj2cbyCN,,28/10/2015 23:38,6.59515E+17,en,,,50124,45522
justinbieber,Track 12 #purposealbum @Skrillex https://t.co/GvgnNoOnLN,,28/10/2015 22:49,6.59502E+17,en,,,50115,46897
justinbieber,Track 7 #purposealbum @BigSean https://t.co/5XuO7efktQ,,28/10/2015 22:20,6.59495E+17,en,,,52516,49567
justinbieber,Track 6 #purposealbum https://t.co/lFJHfpmkUR,,28/10/2015 18:45,6.59441E+17,en,,,56733,53298
justinbieber,@ibieberauhlls hmmmm😉,,27/10/2015 18:10,6.5907E+17,und,,,25097,19842
justinbieber,DAMN!! Over 25 million views over the weekend!! #SORRY  https://t.co/PXs5CasrHD,,26/10/2015 15:33,6.58668E+17,en,,,52715,48776
justinbieber,Thank u https://t.co/ZWMJvgSRpV,,23/10/2015 22:46,6.5769E+17,en,,,48508,43769
justinbieber,So tomorrow a lot of friends will be playing #SORRY. @RyanSeacrest u ready?,,21/10/2015 22:27,6.5696E+17,en,,,42767,36586
justinbieber,Almost there #SORRY IN 2 DAYS https://t.co/EhKwHRTRDW,,21/10/2015 15:17,6.56852E+17,en,,,54849,48852
justinbieber,#sorry4days lol https://t.co/LfEswA8scF,,20/10/2015 05:40,6.56344E+17,und,,,47972,40185
justinbieber,New song. Biggest one yet? #sorry4days http://t.co/ZWMJvhasht http://t.co/3n4oyjq5yL,,19/10/2015 15:13,6.56126E+17,en,,,57575,48873
justinbieber,Skrillex is the man. We made music to push things forward  https://t.co/cDJYVzjy4J,,16/10/2015 19:42,6.55107E+17,en,,,22485,17782
justinbieber,Thanks https://t.co/9Dbm1LWYxn,,16/10/2015 19:29,6.55103E+17,en,,,16527,12808
justinbieber,Thanks https://t.co/1jhsmnZqKD,,16/10/2015 19:26,6.55103E+17,en,,,15840,11964
justinbieber,Feels good http://t.co/ZWMJvgSRpV https://t.co/VVvHlFhvcX,,16/10/2015 19:22,6.55102E+17,en,,,17301,14071
justinbieber,Thank you https://t.co/GMDcqSwrn9,,16/10/2015 19:20,6.55101E+17,en,,,16926,13661
justinbieber,It's great http://t.co/ZWMJvgSRpV https://t.co/HEN6q7P6WO,,16/10/2015 19:19,6.55101E+17,en,,,17165,14330
justinbieber,Hi Sam  https://t.co/NCioHGwLGF,,16/10/2015 19:18,6.55101E+17,in,,,17223,13083
justinbieber,Don't cry https://t.co/Wkxm058UsV,,16/10/2015 19:16,6.551E+17,en,,,17762,13996
justinbieber,Something completely new to push forward.  https://t.co/UPbX5GmVC0,,16/10/2015 19:16,6.551E+17,en,,,17720,14553
justinbieber,All good. U helped save me too https://t.co/S4xIysxvIT,,16/10/2015 19:14,6.551E+17,en,,,19762,16907
justinbieber,We have a lot of work to do but it feels good to know u will have this music soon https://t.co/HNOWv0qBjR,,16/10/2015 19:05,6.55097E+17,en,,,22107,17465
justinbieber,There are A lot more 😆 #PreOrderPURPOSE http://t.co/ZWMJvgSRpV https://t.co/XPrLBV49fR,,16/10/2015 16:16,6.55055E+17,en,,,29690,27334
justinbieber,Gotta love those 19 songs http://t.co/ZWMJvgSRpV #PreOrderPURPOSE http://t.co/yykmgQVMdt,,16/10/2015 14:16,6.55024E+17,en,,,37645,34565
justinbieber,So much more to come. This music.... #purpose #nov13 http://t.co/JP5OzmO2my,,11/10/2015 06:01,6.53088E+17,en,,,78312,69199
justinbieber,6 weeks,,02/10/2015 12:32,6.49925E+17,en,,,64422,58608
justinbieber,@TotesFacts that is what is all about,,02/10/2015 12:31,6.49925E+17,en,,,25510,20551
justinbieber,Over 100 million views... Thank you #WhatDoYouMean http://t.co/kuntEnsfbO,,30/09/2015 05:33,6.49095E+17,en,,,51878,46168
justinbieber,See everyone this morning on #bieberisland. Live on @sunriseon7 @kyleandjackieo from 6am http://t.co/N2ZBUj4otm,,29/09/2015 17:26,6.48912E+17,en,,,47888,36865
justinbieber,Live love and laugh. Thanks,,29/09/2015 13:49,6.48857E+17,en,,,62740,63873
justinbieber,I liked this interview. Cool guy. I should of just listened :)  https://t.co/7pbpjrKZF0,,29/09/2015 13:47,6.48857E+17,en,,,38991,32541
justinbieber,Great meeting the kids of make a wish here. Love u guys so much http://t.co/cmogfZ9SI7,,29/09/2015 13:38,6.48854E+17,en,,,48805,38555
justinbieber,Solid night in the studio. Almost done :) #nov13,,24/09/2015 09:46,6.46984E+17,en,,,72390,62254
justinbieber,@1045CHUMFM best trip,,23/09/2015 20:23,6.46782E+17,en,,,20765,15373
justinbieber,@ledbettercarly not right how u and others in the media will twist and write a headline to hurt others with no accountability. I'm a person,,22/09/2015 06:26,6.46209E+17,en,,,29777,26453
justinbieber,"@ArianaGrande saw the mashup.
Loved it. Thanks",,19/09/2015 15:46,6.45263E+17,en,,,58487,51162
justinbieber,U guys keep asking so the name of the app I used in my Instagram yesterday is The Camcorder and this is the link http://t.co/Bs4k2fGxXu :),,18/09/2015 18:11,6.44937E+17,en,,,45460,37041
justinbieber,@MartinGarrix great times. It's all about the music,,18/09/2015 05:32,6.44746E+17,en,,,27407,23985
justinbieber,@biebersantics :),,18/09/2015 04:38,6.44732E+17,und,,,20644,16198
justinbieber,@ShawnMendes anytime,,17/09/2015 18:01,6.44572E+17,en,,,36954,30359
justinbieber,@QuentinMonot good meeting you,,17/09/2015 00:29,6.44307E+17,en,,,18261,14853
justinbieber,@RobSzymoniak thanks for having me,,16/09/2015 03:15,6.43986E+17,en,,,21557,17461
justinbieber,Heading to @NRJhitmusiconly in Berlin. Heard it's crazy. Let's go,,15/09/2015 16:52,6.4383E+17,en,,,40271,31880
justinbieber,Hello Germany https://t.co/Pi3yZMksxz,,14/09/2015 15:25,6.43445E+17,en,,,43772,35164
justinbieber,When @TheEllenShow needs a gardener I'm there :) http://t.co/0CZTObbp7W,,11/09/2015 20:24,6.42433E+17,en,,,48966,41022
justinbieber,@chancetherapper haha. Thanks bro,,10/09/2015 19:20,6.42055E+17,en,,,21760,16846
justinbieber,bts of the #whatdoyoumean video. #mycalvins @calvinklein http://t.co/ZYPPx98ZFt,,09/09/2015 18:47,6.41684E+17,en,,,63124,47060
justinbieber,@wendywild  @1035KTU thanks,,09/09/2015 18:41,6.41683E+17,en,,,18946,14866
justinbieber,Keeping it about what is important https://t.co/ka1vZ8mbMI #giveback #whereIRead,,08/09/2015 16:10,6.41282E+17,en,,,42536,36479
justinbieber,@officialcharts thanks UK. This would be very cool. See u soon. We got plans :),,01/09/2015 16:09,6.38746E+17,en,,,25924,22594
justinbieber,Britney I'm back. #vmas #WhatDoYouMean? Part 2 http://t.co/ixPjYYnInY,,30/08/2015 15:08,6.38005E+17,en,,,70867,62633
justinbieber,@scooterbraun :),,29/08/2015 23:12,6.37765E+17,und,,,35901,31123
justinbieber,#vmas tomorrow #WhatDoYouMean http://t.co/UMGKMYISzj,,29/08/2015 22:19,6.37751E+17,en,,,55128,49429
justinbieber,Happy birthday MJ! #RIP,,29/08/2015 20:36,6.37725E+17,en,,,70347,60673
justinbieber,Saw this in the street. Very cool. Humbled and grateful. #WhatDoYouMean thanks http://t.co/x9WPMv5V3A,,29/08/2015 19:39,6.37711E+17,en,,,71751,58201
justinbieber,"I'm overwhelmed, humbled, and grateful. I didn't know how you would all accept me. Thank you. #WhatDoYouMean thank you.",,28/08/2015 18:42,6.37335E+17,en,,,96516,88519
justinbieber,WHAT DO YOU MEAN? @Skrillex #1Day it's time http://t.co/lS6oSL9mfd,,27/08/2015 16:46,6.36943E+17,en,,,42468,40208
justinbieber,What Do You Mean? @MileyCyrus #2days see you Sunday #VMAs http://t.co/5VgeIg2ugJ,,27/08/2015 03:31,6.36743E+17,en,,,60264,52794
justinbieber,@Kaneshow thanks guys #2days,,26/08/2015 20:02,6.3663E+17,en,,,20026,16692
justinbieber,"This is creative. Thanks @toddyrockstar. #2days 
What Do You Mean? http://t.co/e3rf54PsQx",,26/08/2015 16:13,6.36572E+17,en,,,46154,39528
justinbieber,"I see u @BigBoy . #3Days 
#WhatDoYouMean http://t.co/xJ0NUpdchO",,25/08/2015 18:35,6.36246E+17,en,,,41833,35898
justinbieber,Thanks @jasonderulo. I think @dankanter was in that crowd. What Do You Mean? #4days http://t.co/ExYSFbW97n,,24/08/2015 12:54,6.35797E+17,en,,,45222,41202
justinbieber,I told you he was excited. What do you mean? @RedHourBen #5Days http://t.co/liDUJWebaB,,23/08/2015 12:32,6.35429E+17,en,,,43334,37201
justinbieber,Montreal due to the promoter of today's event breaking his contract and lying I will not be able to attend today's event. I'm sorry,,22/08/2015 14:21,6.35094E+17,en,,,45911,37141
justinbieber,Still shooting this music video. Sooooo tired #WhatDoYouMean,,20/08/2015 13:02,6.3435E+17,en,,,52028,45879
justinbieber,No games @Skrillex @diplo #WhereAreUNowVMA,,18/08/2015 19:19,6.3372E+17,en,,,48864,51286
justinbieber,What Do You Mean? @Usher #10Days he gets it lol http://t.co/8hgrsCYcWQ,,18/08/2015 14:37,6.33649E+17,en,,,49972,46512
justinbieber,Well said guys. Music belongs to all of us. @diplo @Skrillex https://t.co/i6S7PiqeI3,,18/08/2015 14:35,6.33648E+17,en,,,37732,33041
justinbieber,Thanks for the W at the #TCAs . Love u,,17/08/2015 03:38,6.33121E+17,en,,,64328,53056
justinbieber,@Alanis @RyanSeacrest lol,,15/08/2015 19:52,6.32641E+17,und,,,21104,16294
justinbieber,What Do You Mean? @LukeBryanOnline #15DAYS http://t.co/6R9XiEWMzw,,13/08/2015 15:03,6.31844E+17,en,,,53830,46533
justinbieber,What Do You Mean? @edsheeran #17Days http://t.co/kAuozJ94S9,,11/08/2015 15:43,6.31129E+17,en,,,99768,90915
justinbieber,#19DAYS http://t.co/9Styzti1lI,,09/08/2015 15:59,6.30408E+17,und,,,61208,57287
justinbieber,This album is special,,09/08/2015 02:51,6.3021E+17,en,,,85427,80787
justinbieber,#21DAYS http://t.co/WSjPUTHhAx,,07/08/2015 15:28,6.29676E+17,und,,,53249,50253
justinbieber,Need all your help. Let's make my friend #johnivey trend. He is now Chuck Norris. Get involved,,05/08/2015 20:11,6.29022E+17,en,,,48382,43337
justinbieber,#23Days http://t.co/Ie162SGDdp,,05/08/2015 18:11,6.28992E+17,und,,,51911,49050
justinbieber,Back to the studio. Need to finish this album. Might have a name,,05/08/2015 02:12,6.2875E+17,en,,,74863,64235
justinbieber,When my big bro @SHAQ can't spell my name. Lol http://t.co/WB2e7EMaSl,,04/08/2015 16:26,6.28603E+17,en,,,60736,46610
justinbieber,Proud of this video. Over 70 million views in a month. #WhereAreUNow http://t.co/uhgf5vfvZG @Skrillex @diplo,,04/08/2015 06:48,6.28458E+17,en,,,52593,47458
justinbieber,Happy to help @WilliamShatner . I love Supernatural for #TeamShatner,,02/08/2015 15:39,6.27866E+17,en,,,52318,42938
justinbieber,I got plans #WhatDoYouMean,,30/07/2015 02:45,6.26584E+17,en,,,74995,71483
justinbieber,@RyanSeacrest damn I just watched the clips for tonight back and I even cried. Lol. Got me. #KnockKnockLive thanks bro,,28/07/2015 17:51,6.26088E+17,en,,,35345,30704
justinbieber,Today is a good day,,22/07/2015 22:50,6.23989E+17,en,,,97545,88411
justinbieber,listen to part 2 of my interview on @AsiaPop40 this weekend http://t.co/5xfqMTZD3F,,04/07/2015 02:37,6.1716E+17,en,,,53282,42324
justinbieber,Happy Canada Day from the other side of the world! Much love!,,01/07/2015 19:15,6.16324E+17,en,,,84606,69228
justinbieber,@MTV lol,,24/06/2015 14:24,6.13714E+17,und,,,30257,23591
justinbieber,Great times with family today. Thanks to everyone at Disney for being so kind,,19/06/2015 00:11,6.11688E+17,en,,,77947,62675
justinbieber,@loganhopper stay strong,,18/06/2015 04:48,6.11395E+17,en,,,29730,22249
justinbieber,@JustJared yep. That happened,,15/06/2015 04:59,6.10311E+17,en,,,30319,21002
justinbieber,#mialovesjustin #justinlovesmia :) @aplusk @scooterbraun thanks http://t.co/z5BrRMSQ06,,06/06/2015 05:42,6.0706E+17,en,,,111686,85195
justinbieber,My big bro @mark_wahlberg's new #EntourageMovie is out now. Got to see it at his house. Great stuff. Scooter is Ari! Lol. Go see the movie!,,04/06/2015 01:07,6.06266E+17,en,,,54079,42308
justinbieber,#HappyBirthdayJazmynBieber :) @JazmynBieber I love you,,30/05/2015 16:18,6.04683E+17,en,,,87486,79945
justinbieber,@diplo waiting on that video,,27/05/2015 03:58,6.0341E+17,en,,,39828,32780
justinbieber,#CarpoolKaraoke https://t.co/g9uOKl5fVt,,21/05/2015 07:14,6.01285E+17,und,,,66915,56292
justinbieber,Making music,,20/05/2015 04:43,6.00884E+17,en,,,98900,80167
justinbieber,my cover of @seventeen for june/july is on stands now,,19/05/2015 17:02,6.00708E+17,en,,,74906,58193
justinbieber,Good night in the studio,,13/05/2015 12:39,5.98468E+17,en,,,94544,74559
justinbieber,@JKCorden good times buddy,,13/05/2015 02:47,5.98319E+17,en,,,35013,26443
justinbieber,"my cover of @Seventeen. on stands May 19th  
http://t.co/Kew8ZflbMw http://t.co/DOKtxKiGtk",,12/05/2015 14:42,5.98136E+17,en,,,92420,72735
justinbieber,@ladygaga thank u for the kindness,,06/05/2015 08:12,5.95864E+17,en,,,51627,42074
justinbieber,My bro http://t.co/gNupyiGyTa,,06/05/2015 08:12,5.95864E+17,en,,,126690,85018
justinbieber,Where am I? #WhereAreUNow http://t.co/ZPZfVJZc1X,,27/04/2015 14:22,5.92695E+17,en,,,65255,53399
justinbieber,#HEROmagazine http://t.co/4wZTkAgXRu,,24/04/2015 22:54,5.91737E+17,und,,,67073,58522
justinbieber,@JeremyBieber :),,16/04/2015 22:01,5.88824E+17,und,,,52544,42826
justinbieber,"Me and @NickDeMoura are looking for choreography for #WhereAreUNow - put up vids on YouTube with search ""jack u Bieber whereareunow dance""",,16/04/2015 17:49,5.88761E+17,en,,,67499,54733
justinbieber,Nice job ladies. http://t.co/q8lgwziO6D @carlyraejepsen :),,16/04/2015 17:45,5.8876E+17,en,,,61180,48159
