author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares
justinbieber,Download @bestfiends FOREVER for free and help to #endAIDS with @RED and @AppStoreGames https://t.co/6AZuIN0MC9… https://t.co/QBS9hUNQEr,,04/12/2016 17:01,8.05457E+17,en,,,78883,37622
justinbieber,Get @bestfiends for free from https://t.co/y3yApdlFSq and help to #endAIDS with @RED and @AppStoreGames… https://t.co/pGM6zOp41S,,03/12/2016 18:34,8.05118E+17,en,,,78627,38389
justinbieber,LA tonight,,03/12/2016 03:34,8.04892E+17,en,,,116265,44894
justinbieber,See u tonight @iHeartRadio #KIISJingleBall,,02/12/2016 17:37,8.04741E+17,en,,,92395,40190
justinbieber,Sorry I missed #LOS40MusicAwards. Thanks @Los40_Spain and my beliebers for best international album :) #Purpose,,02/12/2016 01:43,8.04501E+17,en,,,103221,52450
justinbieber,"#PurposeTour merch now at @HM
https://t.co/mamW0HqJBe #PurposeTourxHM https://t.co/S0zwP7952V",,01/12/2016 18:48,8.04397E+17,en,,,94649,47231
justinbieber,Thank you Europe,,30/11/2016 03:29,8.03803E+17,en,,,153771,67155
justinbieber,"Final Europe show in London tonight. It's been incredible. Thank you .
#PurposeTour",,29/11/2016 11:12,8.03557E+17,en,,,125082,54162
justinbieber,Good meeting you. Great guy right here https://t.co/SQAUVSDjpV,,29/11/2016 11:10,8.03557E+17,en,,,79477,33864
justinbieber,Thanks dad not bad genes #biebergenes https://t.co/m6ariqtwIW,,28/11/2016 20:13,8.03331E+17,en,,,176508,66960
justinbieber,London #PurposeTour,,28/11/2016 15:31,8.0326E+17,en,,,116881,47804
justinbieber,"New #PurposeTourMerch for the holidays
https://t.co/y8sxm6dXRC https://t.co/1Wg318EanM",,25/11/2016 00:38,8.01948E+17,en,,,91602,43123
justinbieber,Young Cruz! Great job buddy #hometomama https://t.co/A7IvKhpQWE,,22/11/2016 08:00,8.00972E+17,en,,,95739,43960
justinbieber,The man https://t.co/REORbMikSd,,22/11/2016 07:57,8.00971E+17,en,,,110117,49026
justinbieber,Thank you https://t.co/bEa1yGpVCZ,,22/11/2016 07:56,8.00971E+17,en,,,92859,43480
justinbieber,Please help #BRINGCHARLIEHOME https://t.co/QhmWKEDskN https://t.co/n9s5yGrQPi,,18/11/2016 20:29,7.99711E+17,en,,,86802,45987
justinbieber,:) https://t.co/6lZQhLgt97,,18/11/2016 04:50,7.99475E+17,und,,,154466,81527
justinbieber,#7YearsofMyWorld https://t.co/cSYIiTfGj0,,17/11/2016 18:40,7.99321E+17,und,,,229152,125155
justinbieber,Thank you https://t.co/oSww7fBGk7,,16/11/2016 00:40,7.98687E+17,en,,,108294,52739
justinbieber,#PurposeSingles https://t.co/MdXfZgYG9r,,13/11/2016 17:06,7.97848E+17,und,,,134239,63778
justinbieber,#PurposeSingles stickers. Thank u @Twitter https://t.co/1VDgGYrZVD,,13/11/2016 17:03,7.97847E+17,en,,,107675,52695
justinbieber,1 year of #Purpose... thank u. Limited edition #PurposeSingles box up for pre-order https://t.co/FThDtluVBh https://t.co/yLvEVHXqAK,,13/11/2016 17:02,7.97847E+17,en,,,95388,55213
justinbieber,Be kind to each other,,12/11/2016 14:54,7.97453E+17,en,,,202136,128729
justinbieber,Thank u for always being there https://t.co/ln8e7JeG3H,,07/11/2016 02:16,7.9545E+17,en,,,148329,85698
justinbieber,Everyone have a great weekend,,04/11/2016 17:29,7.94592E+17,en,,,185140,96550
justinbieber,Song with u and @VicMensa is 🔥. Congrats @yomoxie https://t.co/n6qVFqJNNf,,04/11/2016 17:28,7.94592E+17,en,,,72686,33159
justinbieber,Not about the awards but thank u https://t.co/daPQJV3mvg,,02/11/2016 16:26,7.93852E+17,en,,,86308,43720
justinbieber,https://t.co/qjTX05wlKG,,30/10/2016 23:54,7.92877E+17,und,,,227775,130829
justinbieber,These guys are on tour with me killing it. Happy for them https://t.co/AfDbmFqwxf,,27/10/2016 19:24,7.91722E+17,en,,,78933,36140
justinbieber,Thanks #AMAs. Vote https://t.co/B5hik3LkgM https://t.co/yUrQQAL7jU,,25/10/2016 22:08,7.91039E+17,en,,,107286,54269
justinbieber,Latin America we’re coming. #PurposeTour register for pre-sale https://t.co/xwzSPWqdja https://t.co/PaomoZ9WKI,,25/10/2016 21:16,7.91026E+17,en,,,137288,78989
justinbieber,Congrats Martin. My guy. Great people and super talented. https://t.co/BgLEm64TrT,,20/10/2016 17:52,7.89162E+17,en,,,79644,35614
justinbieber,@JBCrewdotcom I am,,20/10/2016 17:49,7.89162E+17,und,,,51166,25275
justinbieber,One of the best ever. #PurposeTour,,20/10/2016 17:49,7.89162E+17,en,,,98973,50206
justinbieber,I want to see the new @KevinHart4real movie #WhatNow - congrats Kev. Everyone let me know how it is,,20/10/2016 17:48,7.89161E+17,en,,,75378,31306
justinbieber,See u at #iHeartJingleBall https://t.co/8DnqZ4L2Br https://t.co/n4ajWnzYg6,,17/10/2016 19:13,7.88096E+17,en,,,94838,42730
justinbieber,New collection of #PurposeTour merch available now at @pacsun https://t.co/lT4kNEpAQ7 https://t.co/fsKAvWWsTJ,,15/10/2016 16:08,7.87324E+17,en,,,96838,43565
justinbieber,Great night.  See you again tomorrow London,,15/10/2016 02:10,7.87113E+17,en,,,114954,44350
justinbieber,Happy birthday @Usher !!!,,14/10/2016 09:58,7.86869E+17,en,,,125304,51586
justinbieber,#PurposeTour in #mycalvins https://t.co/FahXxb3JsL,,12/10/2016 22:05,7.86327E+17,und,,,124503,61499
justinbieber,#ARIASJUSTINBIEBER https://t.co/YUoOPoPe6T,,12/10/2016 22:04,7.86327E+17,und,,,79499,43041
justinbieber,Today https://t.co/0NrAeS9P3C,,12/10/2016 12:05,7.86176E+17,en,,,96130,37797
justinbieber,OZ/NZ #PurposeTour shows on sale now https://t.co/lDlXpcS1GM https://t.co/W70SkEzDnq,,12/10/2016 05:01,7.86069E+17,en,,,72358,30393
justinbieber,On my way to the O2 #PurposeTour,,11/10/2016 16:17,7.85877E+17,en,,,93860,39229
justinbieber,UK. #PurposeTour merch is now at @Selfridges https://t.co/CLEDgQQ3uj https://t.co/56v7e8sRvO,,11/10/2016 16:16,7.85877E+17,en,,,64151,28023
justinbieber,London in next #PurposeTour,,10/10/2016 13:49,7.85477E+17,en,,,98641,43635
justinbieber,@R1Breakfast no I haven't,,10/10/2016 13:47,7.85477E+17,en,,,34846,19612
justinbieber,@LatinAMAs gracias,,07/10/2016 06:04,7.84273E+17,es,,,46747,25317
justinbieber,#PurposeTour OZ/NZ @Bkstg pre-sale is now live https://t.co/A67rJosbBI https://t.co/TBXt17ZowX,,06/10/2016 01:02,7.83835E+17,en,,,69465,30011
justinbieber,Proud of my buddies https://t.co/4vc0qfmSyA,,05/10/2016 23:50,7.83817E+17,en,,,65749,28728
justinbieber,Great show https://t.co/jgtRbU4RHC,,05/10/2016 23:29,7.83811E+17,en,,,64464,28676
justinbieber,"Listen to Illuminate (Deluxe) by Shawn Mendes on @AppleMusic.
https://t.co/vXuOt3pYgn",,05/10/2016 11:25,7.83629E+17,en,,,116009,62529
justinbieber,Shawn Mendes voice makes me smile. Truly a gift to be able to move peoples emotions through songs!So proud of you brother!Great album!,,05/10/2016 11:22,7.83628E+17,en,,,304159,151657
justinbieber,Go get #illuminate @ShawnMendes,,05/10/2016 11:21,7.83628E+17,en,,,126802,67972
justinbieber,This is important. A friend showed me this. I'm going to be talking more about this. We all need to pay attention https://t.co/u4tzbEkFo5,,02/10/2016 20:46,7.82683E+17,en,,,78231,35979
justinbieber,Thanks https://t.co/PCVq22Gwhn,,02/10/2016 20:44,7.82683E+17,en,,,73153,30818
justinbieber,Thank you 🇩🇰 #PurposeTour,,02/10/2016 20:44,7.82683E+17,en,,,91599,39955
justinbieber,Tomorrow #whereareunowOZNZ https://t.co/wXCUiFQ4Rc,,02/10/2016 16:48,7.82623E+17,en,,,91209,38963
justinbieber,Right now at storm. #PurposeTour Copenhagen pop up https://t.co/a64IKtAYO3,,30/09/2016 14:43,7.81867E+17,en,,,91551,38897
justinbieber,Do you have this? https://t.co/aILDyJMaQ9,,30/09/2016 06:02,7.81736E+17,en,,,115194,47370
justinbieber,@MartinGarrix don't sleep,,30/09/2016 06:01,7.81736E+17,en,,,45129,22556
justinbieber,Oz and New Zealand dates next week #PurposeTour,,30/09/2016 05:58,7.81735E+17,en,,,74420,31996
justinbieber,Who has #PurposeTour merch??,,30/09/2016 05:57,7.81735E+17,en,,,77662,32464
justinbieber,I love Europe,,29/09/2016 01:49,7.8131E+17,en,,,136002,63562
justinbieber,My favorite video on the internet 😂😂😂😂😂😂😂😂 https://t.co/oJOqMMyNvw,,27/09/2016 20:04,7.80861E+17,en,,,127522,68287
justinbieber,@VicMensa thanks,,27/09/2016 20:02,7.8086E+17,en,,,38581,17716
justinbieber,I'm Canadian and I stay out of this stuff but I live in the us and this is important. Register. https://t.co/t9PD9L7984,,27/09/2016 20:02,7.8086E+17,en,,,75482,35899
justinbieber,I love Beyoncé https://t.co/UpnxUh3QTi,,27/09/2016 20:00,7.8086E+17,en,,,89200,48441
justinbieber,@SB_Projects but me first 😂😂.  Naw Marty first,,27/09/2016 20:00,7.8086E+17,en,,,38030,20017
justinbieber,Vic just opened for me on tour. Great guy. This is a cool doc https://t.co/u2svF68Txg,,27/09/2016 19:56,7.80859E+17,en,,,57409,27090
justinbieber,#PurposeCopenhagenPopup https://t.co/meONhcgrVm,,26/09/2016 21:12,7.80515E+17,und,,,83338,35304
justinbieber,#PurposeTourChildren Europe. Let me see what u got https://t.co/VL2RlXVPMA,,23/09/2016 17:21,7.7937E+17,en,,,78157,37216
justinbieber,PARIS https://t.co/XZ45gSiLEy,,19/09/2016 16:07,7.77902E+17,fr,,,95811,45210
justinbieber,#PurposeParisPopup https://t.co/65lA3wtChm,,19/09/2016 14:45,7.77881E+17,und,,,90812,38488
justinbieber,Congrats to the team https://t.co/tIyzcugFAY,,19/09/2016 04:47,7.77731E+17,en,,,93748,39260
justinbieber,Germany shows have been incredible. Thank you. #PurposeTour,,19/09/2016 04:47,7.77731E+17,en,,,91535,38979
justinbieber,@thatrygood @Usher 😂😂😂,,17/09/2016 04:34,7.77003E+17,und,,,43479,21052
justinbieber,. @thatrygood is all about a little usher on Friday nights. Watching https://t.co/P6YeHVs7x1,,17/09/2016 04:31,7.77002E+17,en,,,59891,25201
justinbieber,"Been waiting for this one. Congrats on #HardIILove @Usher! 
iTunes: https://t.co/yCQLvqnG2M
Spotify: https://t.co/HVqgjvNBxk",,16/09/2016 20:58,7.76888E+17,en,,,52646,24408
justinbieber,"Go out and get @Usher's #HardIILove album. Out now!  https://t.co/1TmL0ijULS
iTunes: https://t.co/yCQLvqnG2M",,16/09/2016 20:57,7.76888E+17,en,,,49490,22956
justinbieber,Thank you Germany https://t.co/5pVsOpE0VI,,16/09/2016 20:56,7.76888E+17,en,,,108069,48481
justinbieber,Thank you Germany. Amazing show. What will use our voices for when the time comes? Proud of tonight. Amazing. #PurposeTour,,16/09/2016 20:56,7.76887E+17,en,,,84771,38638
justinbieber,Posty  https://t.co/Cz3XusbUT5,,16/09/2016 20:54,7.76887E+17,en,,,56461,26694
justinbieber,"This guy has always been there for me in my hard times. Help me support him and get this album! https://t.co/1TmL0ijULS
@Usher we got you",,16/09/2016 05:41,7.76657E+17,en,,,61488,28211
justinbieber,@Usher got you bro,,16/09/2016 05:40,7.76657E+17,en,,,37439,19676
justinbieber,#PurposeTour in Europe is real. Thank you,,16/09/2016 05:37,7.76656E+17,en,,,94106,46445
justinbieber,"#ColdWater dance video
@MAJORLAZER @MOMOMOYOUTH
https://t.co/JhRFCQ7nST",,15/09/2016 21:11,7.76529E+17,fr,,,60534,32592
justinbieber,#Justmoji is available on the @AppStore for iMessage #iMessageApps https://t.co/iM63PrCy7L,,15/09/2016 21:07,7.76528E+17,en,,,55029,26163
justinbieber,"Miami. New Years Eve 2017 
https://t.co/J1li1LyNlt https://t.co/g6BeOQZcTx",,15/09/2016 21:06,7.76528E+17,en,,,69171,32742
justinbieber,https://t.co/rth54lcP4N,,13/09/2016 00:04,7.75485E+17,und,,,84515,41100
justinbieber,This kid  https://t.co/9Fnc089Rq5,,10/09/2016 14:03,7.74609E+17,en,,,113716,57240
justinbieber,Iceland I love you. Thank you,,10/09/2016 14:01,7.74609E+17,en,,,106363,43586
justinbieber,Me and @postmalone. Deja Vu https://t.co/hFI8Ti1IGO https://t.co/6lbtcqfD0x,,09/09/2016 15:36,7.7427E+17,es,,,72934,39013
justinbieber,Wish I could've been there @majorlazer https://t.co/vUrl7qTtWq,,09/09/2016 15:35,7.7427E+17,en,,,65188,31824
justinbieber,"#coldwater remixes 
https://t.co/oHOKUbyt8a https://t.co/8d9QReHZNC",,09/09/2016 15:34,7.7427E+17,en,,,70452,33949
justinbieber,#coldwater on sale this week only https://t.co/MGd44V9M2z,,09/09/2016 15:34,7.7427E+17,en,,,60692,29867
justinbieber,"#Justmojis brought to life
https://t.co/WkK8rxl5ts https://t.co/AR0Tbrngay",,02/09/2016 22:26,7.71837E+17,en,,,98976,46392
justinbieber,6 days until #PurposeTour is back. First stop Iceland,,02/09/2016 09:59,7.71649E+17,en,,,113768,48943
justinbieber,Big brother life,,02/09/2016 09:59,7.71649E+17,en,,,108867,47966
justinbieber,Damn big bro @Usher killin it on @BBCR1 right now. #livelounge . Always support eachother :),,02/09/2016 07:16,7.71608E+17,en,,,87597,34138
justinbieber,Lol https://t.co/yUb3mzwj2v,,01/09/2016 09:24,7.71277E+17,und,,,75408,33877
justinbieber,Thanks :)  https://t.co/VGNvBmTukS,,01/09/2016 09:22,7.71277E+17,en,,,76648,31747
justinbieber,I don't usually get nervous but tonight I was thrown off and I was. Sorry about that. Really wanted to be my best. Hope u all had fun,,01/09/2016 09:22,7.71277E+17,en,,,145087,56936
justinbieber,Still no Instagram it was an accident,,29/08/2016 16:25,7.70296E+17,en,,,179827,75397
justinbieber,Big bro got a film this Friday. Congrats @Usher . #HandsOfStone https://t.co/GExObBhT2a,,22/08/2016 19:04,7.678E+17,en,,,110584,45511
justinbieber,Should I or shouldn't I?,,22/08/2016 19:02,7.67799E+17,en,,,138931,71621
justinbieber,Loving london,,22/08/2016 19:01,7.67799E+17,en,,,122262,48453
justinbieber,@vfestival night 2,,21/08/2016 15:10,7.67378E+17,en,,,50857,23656
justinbieber,Hitting that London spot but need that Japan https://t.co/uWg9HwW3Do,,21/08/2016 15:09,7.67378E+17,en,,,82460,34808
justinbieber,Like I said. Love wins,,21/08/2016 00:14,7.67153E+17,en,,,162855,91672
justinbieber,Thank you v fest. Night one was real. https://t.co/DwhbWWqBC7,,21/08/2016 00:14,7.67153E+17,en,,,148603,60783
justinbieber,Sick!!!! Big bro for the win https://t.co/AqfgymmMeD,,21/08/2016 00:13,7.67153E+17,en,,,69115,29559
justinbieber,I love Tokyo,,13/08/2016 14:00,7.64462E+17,en,,,229454,84268
justinbieber,. @pattiemallette listen to my mom. I only have Twitter Facebook and Instagram right now. If I reopen my snapchat I will tell u.,,13/08/2016 14:00,7.64462E+17,en,,,119994,54276
justinbieber,"#LetMeLoveYou @djsnake 
https://t.co/aeiYZViAza https://t.co/Inac04la9f",,08/08/2016 23:05,7.62787E+17,und,,,128409,66155
justinbieber,Check out this cover of #LetMeLoveYou by my friend @MaiaMitchell https://t.co/ZQFKOMfSlK,,08/08/2016 17:48,7.62707E+17,en,,,92940,46059
justinbieber,Get #ColdWater and #LetMeLoveYou now,,08/08/2016 16:50,7.62693E+17,en,,,110260,57829
justinbieber,@BigTop40 #1 and #2. Thanks,,08/08/2016 16:50,7.62692E+17,en,,,47132,25321
justinbieber,Dope. Big bro @Usher #NoLimit https://t.co/2N8fExWhTQ #newvideo,,08/08/2016 16:46,7.62692E+17,en,,,64171,31520
justinbieber,#PurposeTokyoPopup https://t.co/oaYYd5JDLu,,08/08/2016 01:01,7.62454E+17,und,,,96698,44251
justinbieber,@elvisduran happy bday,,05/08/2016 20:25,7.6166E+17,en,,,51053,23433
justinbieber,#coldwater now #LetMeLoveYou ... You're welcome,,05/08/2016 08:19,7.61477E+17,en,,,167411,95525
justinbieber,#TeenChoice thank you. Thanks to everyone involved. Beliebers I love you.,,01/08/2016 08:39,7.60032E+17,en,,,178908,91924
justinbieber,Thanks to everyone who supported me at #TeenChoice tonight. Love to everyone involved,,01/08/2016 00:56,7.59916E+17,en,,,147268,68874
justinbieber,#PurposeTourMerch @UrbanOutfitters now https://t.co/OdMeYF6Jhl,,29/07/2016 22:41,7.59157E+17,und,,,98752,45101
justinbieber,#ColdWater https://t.co/poT186yzoD,,29/07/2016 22:34,7.59155E+17,und,,,141145,62195
justinbieber,#ColdWater https://t.co/PtxfftkH5A https://t.co/vD0feGcQhO,,29/07/2016 19:17,7.59106E+17,und,,,97404,54590
justinbieber,#StreamColdWater on @Spotify to unlock a video https://t.co/OGOAyWNOKI,,28/07/2016 17:10,7.58711E+17,en,,,79627,43435
justinbieber,#ColdWater #1 on @Spotify. Thank you https://t.co/w7KK3JDr2g https://t.co/4EPT28g6MX,,26/07/2016 18:11,7.58002E+17,en,,,96761,51568
justinbieber,#ColdWater #ColdWater #ColdWater #ColdWater #ColdWater #ColdWater https://t.co/QjkQzuGPpQ,,25/07/2016 16:50,7.57619E+17,und,,,112670,62414
justinbieber,Thank you. #ColdWater  https://t.co/2JUbgCG0no,,25/07/2016 16:49,7.57619E+17,en,,,69269,37903
justinbieber,#COLDWATER https://t.co/7GqyTYmCjn.,,23/07/2016 18:37,7.56921E+17,und,,,84109,53271
justinbieber,#ColdWater https://t.co/5Y4XQy7qO1,,22/07/2016 19:43,7.56575E+17,und,,,107348,67906
justinbieber,Thanks for making #ColdWater #1 in the world. Let's keep it there :) @MAJORLAZER @MOMOMOYOUTH @ItsBennyBlanco @scooterbraun @edsheeran,,22/07/2016 19:42,7.56575E+17,en,,,73812,45489
justinbieber,"#ColdWater on @Spotify 
https://t.co/w7KK3JV2qQ",,22/07/2016 04:53,7.56351E+17,und,,,76382,52433
justinbieber,"Get #ColdWater on @AppleMusic
https://t.co/MGd44V9M2z",,22/07/2016 04:37,7.56348E+17,en,,,67748,44868
justinbieber,#ColdWater1HOUR https://t.co/XPkKWJ1iSr,,22/07/2016 03:00,7.56323E+17,und,,,99735,57315
justinbieber,#ColdWater2HOURS https://t.co/1k4sdp1qpp,,22/07/2016 02:00,7.56308E+17,und,,,104720,59438
justinbieber,#ColdWater4HOURS https://t.co/gWoaCPsBPY,,22/07/2016 00:03,7.56278E+17,und,,,106087,58240
justinbieber,Almost time #ColdWater https://t.co/DNrmxUbE51,,21/07/2016 23:23,7.56268E+17,en,,,107719,68009
justinbieber,#ColdWater2Days,,21/07/2016 03:08,7.55963E+17,und,,,82914,48792
justinbieber,"If you feel you're sinking, I will jump right over, into cold, cold water for you https://t.co/q0LIdDX34S",,20/07/2016 19:00,7.5584E+17,en,,,152216,90805
justinbieber,#ColdWater2Days https://t.co/8m1bIqldSZ,,20/07/2016 18:09,7.55827E+17,und,,,83052,46992
justinbieber,Last show of the first leg of #PurposeTour tonight. 48 hrs left to get the stage collection https://t.co/y8sxm6vyJa https://t.co/XeukBZZQya,,19/07/2016 20:27,7.55499E+17,en,,,105340,51001
justinbieber,#ColdWater3Days https://t.co/FgI0tpJ3gs,,19/07/2016 17:47,7.55459E+17,und,,,85732,47499
justinbieber,7 years later and ready again. Thank you https://t.co/dSF2pOTozm,,18/07/2016 19:17,7.55119E+17,en,,,160323,93195
justinbieber,#ColdWater4Days https://t.co/6SEM8jtFB4,,18/07/2016 17:29,7.55092E+17,und,,,85833,47188
justinbieber,Msg tomorrow,,18/07/2016 04:51,7.54901E+17,en,,,109084,53863
justinbieber,#ColdWater5Days https://t.co/6fIr6begSe,,17/07/2016 20:02,7.54768E+17,und,,,87360,48027
justinbieber,#ColdWater6Days https://t.co/zECm2xcmQH,,16/07/2016 18:57,7.54389E+17,und,,,90787,48852
justinbieber,#ColdWater7Days @MAJORLAZER https://t.co/sYMjoCQ8vl,,15/07/2016 23:13,7.54092E+17,und,,,89462,48429
justinbieber,These are the moments I live for!!! https://t.co/vXxXArdv78,,15/07/2016 02:52,7.53784E+17,en,,,74266,39187
justinbieber,https://t.co/ZWMJvhasht,,15/07/2016 00:31,7.53749E+17,und,,,66140,33503
justinbieber,Nyc https://t.co/QgnO1CJfGl,,15/07/2016 00:31,7.53749E+17,und,,,90298,41653
justinbieber,#PurposeMerch coming to @barneysny soon https://t.co/uPHHmwV20d,,13/07/2016 22:40,7.53358E+17,en,,,81208,39072
justinbieber,#coldwater new single with @MAJORLAZER next Friday https://t.co/zcSowOsqGf,,13/07/2016 14:43,7.53238E+17,en,,,114903,64793
justinbieber,I love this #PurposeTour . Thanks to everyone who has been a part of it so far,,13/07/2016 14:41,7.53238E+17,en,,,110560,62202
justinbieber,??? https://t.co/ZWMJvhasht,,13/07/2016 14:37,7.53237E+17,und,,,67139,33643
justinbieber,Great show. Thank you,,11/07/2016 05:09,7.52369E+17,en,,,113588,51059
justinbieber,The championship :) https://t.co/9IQ78JaBZy,,10/07/2016 21:09,7.52248E+17,en,,,120324,53731
justinbieber,@neymarjr where u at?? Lol,,10/07/2016 19:16,7.5222E+17,en,,,53590,34045
justinbieber,Getting in the championship before the championship ⚽️,,10/07/2016 19:15,7.5222E+17,en,,,95458,46634
justinbieber,@ToriKelly you have a special gift. God bless,,10/07/2016 19:15,7.5222E+17,en,,,46976,25576
justinbieber,Praying for everyone today. #love,,08/07/2016 16:40,7.51456E+17,en,,,138062,82706
justinbieber,#coldwater 2 weeks. @MAJORLAZER @diplo let's go. And for those asking written with  @ItsBennyBlanco and @edsheeran. He ain't on it.,,08/07/2016 16:34,7.51454E+17,en,,,79089,42825
justinbieber,Last call #PurposeTour merch. 24 hrs left https://t.co/ZXLGuwusLr https://t.co/308PAK18vd,,06/07/2016 20:00,7.50782E+17,en,,,79883,41389
justinbieber,Great day,,05/07/2016 04:38,7.50187E+17,en,,,139528,74308
justinbieber,Miami #PurposeTour,,02/07/2016 18:03,7.49302E+17,it,,,97786,49674
justinbieber,Happy Canada Day! https://t.co/c57EHLLjad,,01/07/2016 13:49,7.48876E+17,en,,,143912,63788
justinbieber,"#coldwater coming this month. Me, @MAJORLAZER @ItsBennyBlanco @edsheeran 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥",,01/07/2016 13:47,7.48876E+17,en,,,91016,51944
justinbieber,Tomorrow. Miami https://t.co/PYqqOtpqQw,,01/07/2016 05:47,7.48755E+17,en,,,90269,40923
justinbieber,Thank you for tonight. Don't ever be afraid to be yourself. #OrlandoStrong https://t.co/ezvQT2g4nk,,01/07/2016 05:47,7.48755E+17,en,,,112292,54764
justinbieber,@kanyewest congrats on adidas my guy,,01/07/2016 05:46,7.48755E+17,en,,,48794,24840
justinbieber,Team sexy  https://t.co/zYHfDSHJyS,,01/07/2016 05:46,7.48755E+17,en,,,65049,32630
justinbieber,My guy @HollyHamy  https://t.co/fCme3uC1Lc,,30/06/2016 23:37,7.48662E+17,en,,,60535,28460
justinbieber,We back. New #PurposeTour merch available now https://t.co/ZXLGuwusLr https://t.co/bjRq7YEgcE,,30/06/2016 21:32,7.4863E+17,en,,,91421,51178
justinbieber,Up next.... #OrlandoStrong #PurposeTour,,30/06/2016 14:42,7.48527E+17,en,,,78215,40491
justinbieber,Miami pop up store opens tomorrow. #PurposeTourMerch https://t.co/xgV1fFSArI,,30/06/2016 14:42,7.48527E+17,en,,,75859,37513
